Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References,Status,Status Date
6402,AK,Global Warming Mitigation Initiative,"The Alaska Climate Change Sub-Cabinet advises the governor on climate
change strategy, including opportunities to reduce greenhouse gas
emissions through the use of alternative fuels. (Reference
Administrative Order 238, 2007)
",,,false,20,Laws and Regulations,"",,,2011-05-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|EFFEC|HY|NG|PHEV|LPG,"",CCEINIT,OTHER,http://www.gov.state.ak.us/admin-orders/index.php,archived,2011-05-01
6407,MD,Hybrid Electric Vehicle (HEV) and Electric Vehicle (EV) Tax Credit,"A tax credit is allowed against the excise tax imposed for the purchase
of qualified HEVs and EVs. For qualified EVs, the tax credit may not
exceed \$2,000. For qualified HEVs, the credit may not exceed: a) \$250
if the vehicle battery provides at least 5% but less than 10% of maximum
power available; b) \$500 if the vehicle battery provides at least 10%
but less than 20% of maximum power available; c) \$750 if the vehicle
battery provides at least 20% but less than 30% of maximum power
available; d) \$1,000 if the vehicle battery provides at least 30% of
maximum power available. Additional tax credits of \$125 to \$500 are
available for HEVs equipped with regenerative braking systems that meet
certain requirements, depending on the amount of energy created from
breaking. A qualified EV must meet the definition set forth in the
Internal Revenue Code. A qualified HEV must meet the current vehicle
exhaust standard set under the federal Tier 2 program for passenger
vehicles. (Reference Maryland Statutes Transportation Code 13-815)
",,,false,12,State Incentives,"",,2010-05-20 00:00:00 UTC,,,"",ELEC|HEV|PHEV,TAX,"",FLEET|IND,http://mlis.state.md.us/,expired,2010-05-20
6433,TN,High Occupancy Vehicle (HOV) Lane Exemption,"Vehicles that the U.S. Environmental Protection Agency defines as
Inherently Low Emission Vehicles or Low Emission and Energy-Efficient
Vehicles and have gross vehicle weight ratings of 26,000 pounds or less
are permitted use of HOV lanes regardless of the number of occupants.
Such vehicles must display a Tennessee Department of Revenue decal. This
exemption expires September 30, 2019. For more information, see the
Department of Revenue HOV Smart Pass website. (Reference [Tennessee
Code](http://www.lexisnexis.com/hottopics/tncode/) 55-8-188)
",2008-06-20 00:00:00 UTC,,false,25,State Incentives,"",,,2019-10-01 00:00:00 UTC,,"",ELEC|HEV|PHEV,EXEM,"",FLEET|GOV|IND,http://www.lexisnexis.com/hottopics/michie/,archived,2019-10-01
6434,TN,Energy Task Force,"The Governor's Task Force on Energy Policy developed a state energy plan
to facilitate energy efficiency and the use of alternative and renewable
fuels in Tennessee. The energy plan provided a summary of opportunities
for the state government to use an energy-efficient approach to
purchasing and managing the state vehicle fleet; prospective policies,
legislation, and incentives to encourage energy efficiency; possible
public-private partnerships to encourage research and development of
clean energy technologies; and strategies for expanding the use of
alternative and renewable fuels. A final report was published in
February 2009. (Reference Executive Order 54, 2008)
",2008-03-19 00:00:00 UTC,,false,55,Laws and Regulations,"",,,2015-05-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|EFFEC|HEV|HY|NG|PHEV|LPG,"",OTHER,OTHER,http://www.state.tn.us/sos/pub/execorders/index.htm,archived,2015-05-01
6437,TN,Biofuels Strategy and Outreach Campaign,"The Governor's Interagency Alternative Fuels Working Group, supported
administratively by the Tennessee Department of Environment and
Conservation, was established to develop a comprehensive state
alternative fuels strategy to make Tennessee a leader in the production,
distribution, and use of biofuels. The Working Group developed BioTENN,
a comprehensive, statewide public education and outreach campaign to
increase public awareness and understanding of alternative fuels,
particularly biofuels. (Reference Executive Order 33, 2006)
",,,false,75,Laws and Regulations,"",,,2010-01-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,"",OTHER,STATION|AFP|PURCH|FLEET,http://www.tennesseeanytime.org/governor/Welcome.do,archived,2010-01-01
6450,MO,Alternative Fueling Infrastructure Tax Credit,"For tax years beginning on or after January 1, 2015, an income tax
credit is available for the cost of constructing a qualified alternative
fueling station. The credit is 20% of the costs directly associated with
the purchase and installation of any alternative fuel storage and
dispensing equipment or electric vehicle supply equipment (EVSE), up to
\$1,500 for individuals or \$20,000 for businesses. Tax credits may be
carried forward for two years and may be transferred or sold, but will
be forfeited if a tax credit recipient stops dispensing alternative fuel
or electricity for vehicle charging. Eligible fuels include any mixture
of biodiesel and diesel fuel, as well as fuel containing at least 70% of
the following alternative fuels: ethanol, compressed natural gas,
liquefied natural gas, liquefied petroleum gas (propane), hydrogen, and
electricity. This tax credit expires on January 1, 2018. For more
information, see the Missouri Alternative Fuel Infrastructure Tax Credit
website. (Reference Missouri Revised Statutes 135.710)
",2008-06-06 00:00:00 UTC,2014-07-07 00:00:00 UTC,false,10,State Incentives,"",2014-08-18 14:03:39 UTC,2018-01-01 00:00:00 UTC,,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,TAX,"",STATION,http://www.moga.mo.gov/|http://www.moga.mo.gov/,expired,2018-01-01
6471,MA,State Agency Energy Plan,"In order to reduce the energy consumption and greenhouse gas
impact of state government, Massachusetts agencies must
prioritize programs and practices that result in a reduction of
fossil fuel-based energy consumption and emissions from such
consumption, including promoting sustainable transportation
practices and switching to biobased and other alternative fuels.
(Reference Executive Order ( http://www.lawlib.state.ma.us/source/mass/eo/index.html ) 484,
2007)",2007-04-18 00:00:00 UTC,,false,40,Laws and Regulations,"",,,2010-12-31 00:00:00 UTC,,"",BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,"",REQ|OTHER,FLEET,http://www.lawlib.state.ma.us/source/mass/eo/index.html,archived,2010-12-31
6472,NH,Alternative Fuel and Advanced Vehicle Project Funding,"The New Hampshire Department of Environmental Services and the
Granite State Clean Cities Coalition (GSCCC) provide competitive
funding on a cost reimbursement basis for qualified alternative
fuel and advanced vehicle projects. Only projects located in
ozone nonattainment or maintenance areas in the state are
eligible for funding. For more information see the GSCCC ( http://www.granitestatecleancities.nh.gov/ ) website.",,,false,10,State Incentives,"",,,2012-09-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,GNT,"",FLEET,"",archived,2012-09-01
6481,PA,Alternative Fuel Production Tax Credits,"The Alternative Energy Production Tax Credit Program provides a
credit of 15%, up to $1 million per taxpayer, of the net cost of
projects related to the production of alternative fuels and the
research and development of technology to provide alternative
fuels. An eligible applicant must develop or construct an
alternative energy production project located in Pennsylvania
that has a minimum useful life of four years. Funding is
contingent upon annual legislative appropriations. As of October
2011, the program is closed but may reopen in the future.
(Reference Title 73 Pennsylvania Statutes ( http://government.westlaw.com/linkedslice/default.asp?SP=pac-1000 ), Chapter 18G, Section 1649.701-1649.711)",2008-07-09 00:00:00 UTC,,false,15,State Incentives,"",,,2012-01-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,TAX,"",AFP|OTHER,"",archived,2012-01-01
6527,IN,Alternative Fuel Vehicle (AFV) Grant Program,"The Alternative Fuel Vehicle Grant Program offers grants to counties,
cities, towns, townships, or school corporations to purchase original
equipment manufacturer (OEM) AFVs and for the cost of AFV conversions.
Qualified entities may receive \$2,000 for each OEM AFV purchased, and
up to \$2,000 for each AFV conversion. Eligible AFVs include dedicated
and bi-fuel liquefied petroleum gas (propane) and compressed natural gas
vehicles. The Indiana Office of Energy Development must review and
approve applications for the grant program, and the grant funding
awarded for all fiscal years may not exceed \$1 million. The grant
program is closed and applications are not currently being accepted
(verified May 2013). (Reference [Indiana
Code](http://www.in.gov/legislative/ic/code/) 4-4-32.3)
",2009-05-12 00:00:00 UTC,,false,25,State Incentives,"",,,2014-03-29 00:00:00 UTC,,"",AFTMKTCONV|ELEC|HEV|HY|NG|PHEV|LPG,GNT,"",PURCH|FLEET,http://www.in.gov/legislative/ic/code/,archived,2014-03-29
6530,WA,Clean and Efficient Fleet Assistance,"Western Washington Clean Cities and the Puget Sound Clean Air Agency
administer the Evergreen Fleets program, a comprehensive greening plan
and certification system for fleets. Evergreen Fleets provides fleet
managers with tools to help \""green\"" public and private fleets, reduce
pollution, and save money. Evergreen Fleets provides a step-by-step
guide to identify the most effective way for fleet managers to green
their fleets, including buying greener vehicles, switching to cleaner
fuels, or improving fleet efficiency.
",,,false,70,Utility / Private Incentives,"",,,2015-05-01 00:00:00 UTC,,"",AFTMKTCONV|BIOD|ETH|ELEC|EFFEC|HEV|HY|IR|NG|PHEV|LPG,OTHER,"",FLEET,"",archived,2015-05-01
6535,WA,Provision for Alternative Fuels Corridor Pilot Projects,"The Washington State Department of Transportation (WSDOT) may enter into
partnership agreements with other public and private entities to use
land for alternative fuel corridor pilot projects. In particular, WSDOT
should continue to build out the electric vehicle charging network along
state highways and at key destinations. Minimum requirements apply and
these agreements are subject to funding availability. (Reference
Executive Order 14-04, 2014, and Revised Code of Washington 47.38.070)
",2009-05-13 00:00:00 UTC,2014-04-29 00:00:00 UTC,false,125,Laws and Regulations,"",,,2018-02-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,"",OTHER,STATION|OTHER,http://www.governor.wa.gov/office/execorders/default.aspx|http://apps.leg.wa.gov/rcw/,archived,2018-02-01
6536,WA,State Agency Coordination to Address Climate Change,"The following was superseded by Executive Order 14-04, 2014: The
Washington Department of Ecology worked with the Washington Departments
of Commerce and Transportation to assess whether California's low carbon
fuel standard (LCFS) or other state standards would help Washington meet
its greenhouse gas emissions reduction target of 1990 levels by 2020.

The Department of Transportation must work in consultation with the
Departments of Ecology and Commerce and other interest groups to address
low or zero emission vehicles. Additionally, the Office of the Governor
will work with state agencies to seek funding to implement a project for
the electrification of the West Coast interstate highway and associated
metropolitan centers and to purchase electric vehicles and install
public fueling and/or charging infrastructure for electric and other
high-efficiency, zero, or low carbon vehicles. See the West Coast Green
Highway Initiative website for additional details.

(Reference Executive Order 09-05, 2009)
",2009-05-31 00:00:00 UTC,,false,130,Laws and Regulations,"",,,2014-04-29 00:00:00 UTC,,"",ELEC|OTHER|PHEV,"",AIRQEMISSIONS|OTHER,OTHER,http://www.governor.wa.gov/office/execorders/eoarchive/default.aspx,archived,2014-04-29
6539,WV,Alternative Fuels Studies,"The Joint Committee on Government and Finance (Committee) must conduct
two separate studies related to alternative fuels. The first study must
focus on the impact of alternative fuels on West Virginia's economy,
specifically the use of alternative fuels in transportation. This report
must include input from state agencies and private industry. The second
study must investigate the environmental benefits and economic impact of
renewable energy utilization, including the use of biofuels in vehicles,
and the potential for a state Renewable Energy Act or similar policy.
The Committee must report its findings, conclusions, and recommendations
to the state legislature in 2011.It must also draft any regulations
necessary to carry out its recommendations. (Reference Senate Concurrent
Resolution 38, 2010, and House Concurrent Resolution 87, 2010)
",,2010-03-01 00:00:00 UTC,false,20,Laws and Regulations,"",,,2012-04-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,"",OTHER,OTHER,http://www.legis.state.wv.us/,archived,2012-04-01
6548,AL,Interagency Alternative Fuels Working Group,"The Alabama Legislature urges the Alabama Department of Finance
to invite all state agencies, commissions, boards, counties, and
municipalities to join an interagency Alternative Fuels Working
Group to promote education, research and development, production,
and consumption of alternative fuels. (Reference Senate Joint
Resolution ( http://www.legislature.state.al.us/ ) 16, 2009)",2009-01-01 00:00:00 UTC,,false,35,Laws and Regulations,"",,,2012-05-31 00:00:00 UTC,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,"",OTHER,OTHER,http://www.legislature.state.al.us/,archived,2012-05-31
6553,FL,State Energy and Climate Commission,"In 2008, the Florida Legislature created the Florida Energy and
Climate Commission (FECC) to help reduce greenhouse gas emissions
and encourage investment in alternative and renewable energy
technologies. The FECC's responsibilities include administering
financial incentive programs, completing annual assessments of
Florida's Energy and Climate Change Action Plan, and providing
recommendations to the governor and the legislature on energy and
climate change policies. The FECC also works cooperatively with
other state entities to develop state energy and climate change
policies and programs. (Reference Florida Statutes ( http://www.flsenate.gov/Laws/ ) 377.6015)",2008-06-25 00:00:00 UTC,,false,70,Laws and Regulations,"",,,2011-06-30 00:00:00 UTC,,"",BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,"",OTHER,AFP|OTHER,http://www.flsenate.gov/Laws/,archived,2011-06-30
6556,TX,Clean Vehicle Replacement Vouchers,"The Texas Commission on Environmental Quality administers the
AirCheckTexas Drive a Clean Machine program, which provides vehicle
replacement assistance for qualified individuals owning vehicles
registered in participating counties. Vouchers in the amount of \$3,500
are available toward the purchase of a hybrid electric, battery
electric, or natural gas vehicle that is up to three model years old.
For more information about participating counties, qualified vehicles,
program requirements, and how to apply in specific areas, see the
[AirCheckTexas Drive a Clean
Machine](http://www.tceq.texas.gov/airquality/mobilesource/vim/driveclean.html)
website. (Reference [Texas
Statutes](http://www.statutes.legis.state.tx.us/), Health and Safety
Code 382.209-382.220)
",2001-09-01 00:00:00 UTC,2011-06-17 00:00:00 UTC,false,54,State Incentives,"",2019-07-01 20:12:25 UTC,,2019-07-01 00:00:00 UTC,,"",ELEC|HEV|NG|PHEV,OTHER|RBATE,"",IND,http://www.statutes.legis.state.tx.us/,archived,2019-07-01
6560,VT,Green Workforce Collaborative,"The Vermont Workforce Development Council and the Department of
Labor will create a Green Workforce Collaborative to develop and
promote career training and employment opportunities for Vermont
residents in green industry sectors, including the
energy-efficient, low emission, and advanced vehicles industry;
the mass transit fleet conversion industry; and the biofuels
industry. These programs will enhance the economic and
environmental vitality of the state and give priority to programs
that provide education, training, and other services to target
populations. (Reference House Bill ( http://www.leg.state.vt.us/ ) 313, 2009)",2009-06-01 00:00:00 UTC,,false,20,Laws and Regulations,"",,,2012-07-01 00:00:00 UTC,,"",AFTMKTCONV|BIOD|ETH|ELEC|EFFEC|HEV|HY|NG|PHEV|LPG,"",OTHER,OTHER,http://www.leg.state.vt.us/,archived,2012-07-01
6563,OK,State Energy Efficiency and Conservation Plans,"Each state agency must develop and implement an energy efficiency
and conservation plan. As part of its plan, each agency should
make every effort to include purchasing preferences for vehicles
that use alternative fuel sources, including compressed natural
gas, hybrid technology, and biofuels. (Reference Oklahoma
Statutes ( http://www.oklegislature.gov/ ) 27A-3-4-106)",2009-05-22 00:00:00 UTC,,false,80,Laws and Regulations,"",2014-09-15 20:30:45 UTC,,,2012-05-08 00:00:00 UTC,"",BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,"",OTHER,OTHER,http://www.oklegislature.gov/,repealed,2012-05-08
6565,HI,Electric Vehicle (EV) and Infrastructure Grants,"The Hawaii Department of Business, Economic Development, and
Tourism (Department) established the Hawaii Transportation Energy
Transformation Grant Fund to provide grants through the EV Ready
Grant Program ( http://hawaii.gov/dbedt/info/energy/evrebatesgrants/grants ) for
the acquisition of EVs, the installation of EV charging
infrastructure, and the development of innovative programs or the
coordination of activities that diversify transportation energy
sources. The Department awarded $2.6 million in grants in 2011.",2009-06-25 00:00:00 UTC,,false,10,State Incentives,"",,,2010-11-01 00:00:00 UTC,,"",ELEC|PHEV,GNT,"",STATION|FLEET|IND,"",archived,2010-11-01
6568,HI,Plug-in Electric Vehicle (PEV) Promotion,"To achieve Hawaii\'s transportation efficiency goals and to create jobs,
foster economic growth, and reduce greenhouse gas emissions, the Hawaii
Senate encourages the promotion of PEV use in the state. As a first
step, PEV charging infrastructure must be developed. In addition,
stakeholders should work together to expedite the use of PEVs in Hawaii.
Additionally, the Hawaii House of Representatives urges the Hawaii Clean
Energy Initiative End-Use Efficiency Work Group to address the
challenges related to PEV charging stations and access to electrical
outlets to facilitate the use of PEVs. (Reference [House Concurrent
Resolution](https://www.capitol.hawaii.gov/session2010/CommReports/HCR230_SSCR3168_.PDF)
230, 2010, and [Senate Concurrent
Resolution](https://www.capitol.hawaii.gov/session2009/CommReports/SCR126_SD1_SSCR1127_.PDF)
126, 2009)
",2009-04-27 00:00:00 UTC,2010-04-16 00:00:00 UTC,false,40,Laws and Regulations,"",,,2013-06-01 00:00:00 UTC,,"",ELEC|HEV|PHEV,"",OTHER,OTHER,https://www.capitol.hawaii.gov/session2010/CommReports/HCR230_SSCR3168_.PDF|https://www.capitol.hawaii.gov/session2009/CommReports/SCR126_SD1_SSCR1127_.PDF,archived,2013-06-01
6571,MN,Electric Vehicle (EV) and Plug-In Hybrid Electric Vehicle (PHEV) Transportation Analysis,"The Commissioner of the Minnesota Department of Transportation was
required to conduct a study, in collaboration with other state agencies
and stakeholders, to evaluate the current and long-range needs of the
state's transportation system, and investigate possible strategies to
meet these needs. The study must include the following: 1)
identification of options for maintenance and improvement of the state's
transportation system, specifically regarding the effects of potential
increases in vehicle fuel economy, availability of alternative modes of
transportation, and extreme fuel price volatility on future
transportation revenues; 2) identification of financial options with
particular consideration of environmental impacts such as air and water
quality, and greenhouse gas emissions; and 3) evaluation of the impact
of the use of EVs and PHEVs on the current funding mechanisms for the
state's roadways and an analysis of methods to mitigate the impact. The
results of the study were due to the legislature by November 1, 2009.
(Reference House File 1250, 2009, and Minnesota Laws 2008, Chapter 287,
Article 1, Section 118)
",2009-05-21 00:00:00 UTC,,false,35,Laws and Regulations,"",,,2009-11-01 00:00:00 UTC,,"",ELEC|HEV|PHEV,"",OTHER,OTHER,http://www.leg.state.mn.us/leg/legis.asp|https://www.revisor.leg.state.mn.us/laws/,archived,2009-11-01
6580,CO,Greenhouse Gas (GHG) Emissions Reductions,"The State of Colorado has set goals to reduce GHG emissions by 20% below
2005 values by 2020 and by 80% below 2005 values by 2050. The Colorado
Department of Public Health and Environment (CDPHE) is directed to
develop regulations to submit to its Air Quality Control Commission that
mandate reporting of GHG emissions from all major sources. CDPHE must
plan for performing updates to the state\'s GHG inventory and identify
and evaluate the benefits and impediments to measures designed to reduce
tailpipe emissions from light-duty vehicles, including the utility and
availability of alternative fuel vehicles. Additionally, CDPHE must
develop a proposal for reducing net GHG emissions from the state\'s
transportation sector. (Reference Executive Order D004 08) [Download
Adobe Reader](http://www.adobe.com/products/acrobat/readstep2.html)
",2008-02-12 00:00:00 UTC,,false,55,Laws and Regulations,"",,,2010-08-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|EFFEC|HEV|HY|NG|PHEV|LPG,"",AIRQEMISSIONS,OTHER,"",archived,2010-08-01
6596,NV,Alternative Fuel Study,"As directed by the Nevada Legislature, the Legislative Commission
(Commission) conducted an [interim
study](https://www.leg.state.nv.us/Division/Research/Publications/InterimReports/2011/Bulletin11-06.pdf)
in 2011 concerning the production and use of energy in the state. The
study included information on the use and availability of transportation
fuels and related facilities, including alternative fuels, electric
vehicles, and truck stop electrification, as well as a review of the
extent and potential for biofuels production in Nevada. The Commission
also made recommendations to the Nevada Legislature, including
recommending that the state implement a biodiesel blend mandate and
update the definition of biodiesel to comply with national standards.
(Reference [Senate Concurrent Resolution](http://www.leg.state.nv.us/)
19, 2009, and [Nevada Revised
Statutes](http://www.leg.state.nv.us/law1.cfm) 218E.200)
",2009-06-02 00:00:00 UTC,,false,60,Laws and Regulations,"",2014-10-09 18:38:39 UTC,,2014-09-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,"",OTHER,OTHER,http://www.leg.state.nv.us/|http://www.leg.state.nv.us/law1.cfm,archived,2014-09-01
6603,LA,Alternative Fuel Vehicle (AFV) Tax Credit,"Louisiana offers a nonrefundable income tax credit for new original
equipment manufacturer AFVs purchased before July 1, 2021. A taxpayer
may take a tax credit of 10% of the cost of the motor vehicle, up to
\$2,500. To qualify for the tax credit, vehicles must have a dedicated
alternative fuel storage and delivery system and be registered in
Louisiana. For the purpose of this incentive, alternative fuels include
natural gas, propane, biofuel, biodiesel, methanol, ethanol, and
electricity. (Reference Senate Bill 8, 2021, Louisiana Revised Statutes
47:6035, and Louisiana Administrative Code Title 61, Section 1913)
",2009-07-09 00:00:00 UTC,2013-04-30 00:00:00 UTC,false,20,State Incentives,"",2017-09-11 13:05:02 UTC,2022-01-01 00:00:00 UTC,2022-09-14 00:00:00 UTC,,"",AFTMKTCONV|BIOD|ETH|ELEC|NG|PHEV|LPG,TAX,"",MAN|FLEET|IND,http://www.legis.la.gov/legis/home.aspx|http://www.legis.state.la.us/|http://www.legis.la.gov/legis/home.aspx|http://doa.louisiana.gov/osr/lac/lac.htm|http://www.legis.la.gov/legis/home.aspx,archived,2022-09-14
6616,CA,Plug-In Electric Vehicle (PEV) Infrastructure Evaluation,"The California Public Utilities Commission (PUC), in consultation with
the California Energy Commission (CEC), California Air Resources Board,
electrical corporations, and the motor vehicle industry, evaluated
policies to develop infrastructure sufficient to overcome barriers to
the widespread deployment and use of PEVs. The PUC must adopt rules to
address the following:

-   The impacts on electrical infrastructure and any infrastructure
    upgrades necessary for widespread use of PEVs, including the role
    and development of public charging infrastructure;
-   The impact of PEVs on grid stability and the integration of
    renewable energy resources;
-   The technological advances necessary to ensure the widespread use of
    PEVs and what role the state should take to support the development
    of this technology;
-   The existing code and permit requirements that will impact the
    widespread use of PEVs and any recommended changes to existing
    policies that may be barriers to the widespread use of PEVs;
-   The role the state should take to ensure that technologies employed
    in PEVs work harmoniously and across service territories; and
-   The impact of widespread use of PEVs on achieving the state\'s
    greenhouse gas emissions reductions goals and renewables portfolio
    standard program, and what steps should be taken to address the
    possibility of shifting emissions reductions responsibilities from
    the transportation sector to the electrical industry.

A copy of the infrastructure assessment report is available on the CEC
website.

(Reference [California Public Utilities Code](http://www.oal.ca.gov/)
740.2)
",2009-10-11 00:00:00 UTC,,false,210,Laws and Regulations,"",2014-12-18 21:41:40 UTC,,2015-10-01 00:00:00 UTC,,"",ELEC|HEV|PHEV,"",OTHER,OTHER,http://www.oal.ca.gov/,archived,2015-10-01
6617,NH,Alternative Fuel and Advanced Vehicle Study,"The Alternate Fuel Vehicle Study Commission (Commission) was
established to study the existing road and taxation rules
associated with alternative fuel and advanced vehicles,
including, but not limited to, electric vehicles, hybrid electric
vehicles, and any vehicles that are not powered completely by
gasoline engines. Specifically, the Commission will evaluate
whether operating restrictions for alternative fuel and advanced
vehicles and methods of providing funds for their use on highways
should be established. The Commission must report its findings
and recommended legislative action to the New Hampshire
Legislature by November 1, 2010. (Reference House Bill ( http://gencourt.state.nh.us/ ) 1304, 2010)",2009-07-13 00:00:00 UTC,2010-06-14 00:00:00 UTC,false,20,Laws and Regulations,"",,,2011-10-31 00:00:00 UTC,,"",BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,"",OTHER,OTHER,http://gencourt.state.nh.us/,archived,2011-10-31
6620,MI,Advanced Vehicle Battery Manufacturer Tax Credits,"The following was repealed by Public Act (
http://www.legislature.mi.gov/(S(s5rqhsurbjiq0155omrbj545))/mileg.aspx?page=publicacts
) 39, 2011: Manufacturers of traction battery packs for use in
vehicles may qualify for a tax credit from the Michigan Economic
Development Corporation for tax years beginning on or after
January 1, 2010 and ending before January 1, 2015. The amount of
the credit is based on kilowatt hours (kWh) of battery capacity.
Qualified batteries must have a traction battery capacity of at
least 4 kWh, be equipped with an electrical plug for charging
purposes, and be installed in a new, qualified plug-in electric
drive motor vehicle that qualifies for the federal tax credit
specified in 26 U.S. Code ( http://www.gpo.gov/fdsys/granule/USCODE-2010-title26/USCODE-2010-title26-subtitleA-chap1-subchapA-partIV-subpartB-sec30D/content-detail.html ) 30D.

Beginning January 1, 2012, a manufacturer may claim a tax credit
of up to 75% of the qualified expenses for vehicle engineering to
support battery integration, prototyping, and launching, so long
as the expenses are incurred between January 1, 2009, and January
1, 2014. The same credit is available to a manufacturer that
increases its engineering activities for advanced automotive
battery technologies.

Taxpayers also may claim a tax credit equal to 50% of the capital
investment expenses for the construction of an integrative cell
manufacturing facility that includes anode and cathode
manufacturing and cell assembly if the project creates at least
300 new jobs in the state. Taxpayers that have received federal
loan guarantees may claim a credit equal to 25% of the capital
investment expenses for the construction of a facility that will
produce large scale batteries and manufacture integrated power
management, smart control, and storage systems if the project
creates at least 500 new jobs in the state.

(Reference Michigan Compiled Laws (
http://www.legislature.mi.gov/(S(brfszuq0eanzes45qpsol0vn))/mileg.aspx?page=home
) 208.1434)",2009-10-07 00:00:00 UTC,,false,5,State Incentives,"",,,,2011-05-25 00:00:00 UTC,"",ELEC|HEV|HY|PHEV,TAX,"",MAN,http://www.legislature.mi.gov/(S(brfszuq0eanzes45qpsol0vn))/mileg.aspx?page=home,repealed,2011-05-25
6623,IL,Fuel-Efficient Vehicle Acquisition Goals,"Illinois state agencies must work towards meeting the following goals:

-   By July 1, 2025, at least 60% of new passenger vehicles purchased
    must be hybrid electric vehicles (HEVs) and 15% must be battery
    electric vehicles (BEVs).
-   Agencies that operate medium- and heavy-duty vehicles must implement
    strategies to reduce fuel consumption through diesel emission
    control devices, HEV and EV technologies, alternative fuel use, and
    fuel-efficient technologies.
-   Agencies must also implement strategies to promote the use of
    biofuels in state vehicles; reduce the environmental impacts of
    employee travel; and encourage employees to adopt alternative travel
    methods.

Vehicles designated as specialty, police, and emergency vehicles by the
Illinois Department of Central Management Services are exempt from these
goals but should make all reasonable efforts to minimize petroleum
usage.

(Reference Executive Order 11, 2009)
",2009-04-22 00:00:00 UTC,,false,95,Laws and Regulations,"",,,2021-11-15 00:00:00 UTC,,"",AFTMKTCONV|BIOD|ETH|ELEC|EFFEC|HEV|HY|IR|NG|PHEV|LPG,"",REQ,GOV,https://www.illinois.gov/government/executive-orders.html,archived,2021-11-15
6624,IL,Alternative Fuel Promotion,"The following was repealed internally, effective January 1, 2012:
The Illinois General Assembly established the Alternate Fuels
Commission (Commission) within the Illinois Department of
Commerce and Economic Opportunity to identify and recommend
strategies to the governor and General Assembly for implementing
and promoting the use of alternative fuels and alternative fuel
vehicles. The Commission will identify ways to improve
stakeholder communication and coordination regarding the research
and promotion of alternative fuels. The Commission must issue
written reports on their activities and findings on at least an
annual basis. (Reference 415 Illinois Compiled Statutes ( http://www.ilga.gov/legislation/ilcs/ilcs.asp ) 120/23)",2009-08-11 00:00:00 UTC,,false,80,Laws and Regulations,"",,,,2012-01-01 00:00:00 UTC,"",BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,"",OTHER,OTHER,"",repealed,2012-01-01
6633,MI,Vehicle Research and Development Promotion,"Qualified advanced vehicle research and development projects may
be eligible for financing under the Local Development Financing
Act. A municipality may create a local development financing
authority that may borrow against future tax increment financing
to pay for public infrastructure improvements that will attract
economic development projects. The Michigan Economic Development
Corporation (MEDC) may designate all or part of a local
development financing authority district as a ""certified
alternative energy park"" to attract businesses engaged in
alternative energy projects, including research and development
of alternative energy vehicles. MEDC may designate up to ten
alternative energy parks through December 31, 2011. (Reference
Michigan Compiled Laws (
http://www.legislature.mi.gov/(S(eav11tin0jdhe5ndsmsirobh))/mileg.aspx?page=home
) 125.2152-125.2162c)",2009-12-14 00:00:00 UTC,,false,60,Laws and Regulations,"",,2011-12-31 00:00:00 UTC,,,"",BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,"",OTHER,OTHER,http://www.legislature.mi.gov/(S(eav11tin0jdhe5ndsmsirobh))/mileg.aspx?page=home,expired,2011-12-31
